loiczid,n_spp
40541,1
40542,1
40543,1
40544,1
40545,1
40546,1
40547,1
40548,1
40994,1
40995,1
40996,1
40997,1
40998,1
40999,1
41000,1
41001,1
41005,1
41006,1
41007,1
41008,1
41009,1
41027,1
41028,1
41029,1
41030,1
41031,1
41032,1
41033,1
41034,2
41035,1
41036,1
41037,1
41038,1
41039,1
41040,1
41041,1
41042,1
41043,1
41044,1
41045,1
41046,1
41047,1
41048,1
41049,1
41050,1
41051,1
41052,1
41053,1
41054,1
41055,1
41056,1
41057,1
41058,1
41059,1
41060,1
41061,1
41062,1
41063,1
41064,1
41065,1
41066,1
41067,1
41068,1
41069,1
41070,1
41071,1
41097,3
41098,2
41099,2
41100,2
41101,3
41102,4
41104,3
41105,3
41106,1
41107,4
41108,4
41258,1
41259,1
41260,1
41261,1
41262,1
41263,1
41268,1
41269,1
41713,1
41714,1
41715,1
41716,1
41717,1
41718,1
41719,1
41720,1
41721,1
41723,1
41724,1
41725,1
41726,1
41727,1
41728,1
41729,1
41745,1
41746,1
41747,1
41748,1
41749,1
41750,2
41751,2
41752,2
41753,2
41754,2
41755,2
41756,2
41757,2
41758,2
41759,1
41760,1
41761,2
41762,2
41763,1
41764,1
41765,1
41766,1
41767,1
41768,1
41769,1
41770,1
41771,1
41772,1
41773,1
41774,1
41775,1
41776,1
41777,1
41778,1
41779,1
41780,1
41781,1
41782,1
41783,1
41784,1
41785,1
41786,1
41787,1
41788,1
41789,1
41790,1
41791,1
41792,1
41793,1
41794,1
41816,3
41817,2
41818,2
41819,1
41820,2
41821,4
41822,4
41823,1
41824,2
41825,2
41826,4
41827,3
41828,3
41829,2
41983,1
41984,1
41985,1
41986,1
41987,1
41988,1
41990,1
41991,1
42431,1
42432,1
42433,1
42434,1
42435,1
42436,1
42437,1
42438,1
42439,1
42440,1
42441,1
42442,1
42443,1
42444,1
42445,1
42446,1
42447,1
42448,1
42456,1
42457,1
42458,1
42459,1
42462,1
42463,1
42464,1
42465,2
42466,2
42467,2
42468,2
42469,2
42470,2
42471,2
42472,1
42473,1
42474,1
42475,1
42476,1
42477,1
42478,2
42479,2
42480,2
42481,2
42482,2
42483,1
42484,1
42485,1
42486,1
42487,1
42488,1
42489,1
42490,1
42491,1
42492,2
42493,1
42494,1
42495,1
42496,1
42497,1
42498,1
42499,1
42500,1
42501,1
42502,1
42503,1
42504,1
42505,1
42506,1
42507,1
42508,1
42509,1
42510,1
42511,1
42512,1
42515,1
42516,1
42535,3
42536,3
42537,2
42538,1
42542,4
42543,1
42544,3
42545,3
42546,3
42547,4
42548,3
42549,3
42550,3
42551,4
42552,3
42553,3
42554,3
42555,5
42556,5
42557,5
42558,6
42561,6
42562,4
42708,1
42709,1
42710,1
43149,1
43150,1
43151,1
43152,1
43153,1
43154,1
43155,1
43156,1
43157,1
43158,1
43159,1
43160,1
43161,1
43162,1
43163,1
43164,1
43165,1
43168,1
43169,1
43170,1
43171,1
43172,1
43173,1
43174,1
43175,1
43176,1
43177,2
43178,1
43179,1
43180,1
43181,1
43182,2
43183,2
43184,2
43185,2
43186,1
43187,1
43188,1
43189,1
43190,1
43191,1
43192,1
43193,1
43194,1
43195,1
43196,1
43197,1
43198,1
43199,1
43200,2
43201,2
43202,2
43203,2
43204,2
43205,1
43206,1
43207,1
43208,1
43209,1
43210,1
43211,2
43212,3
43213,2
43214,1
43215,1
43216,1
43217,1
43218,1
43219,1
43220,1
43221,1
43222,1
43223,1
43224,1
43225,1
43226,1
43227,1
43228,1
43229,1
43230,1
43231,1
43232,1
43233,1
43234,1
43235,1
43236,1
43237,1
43253,4
43254,4
43255,4
43256,2
43257,2
43258,4
43259,2
43260,4
43261,7
43262,4
43263,4
43264,7
43265,7
43266,7
43267,6
43268,6
43269,9
43270,6
43271,8
43272,10
43273,7
43274,6
43275,9
43276,9
43277,8
43278,7
43279,8
43280,8
43281,5
43282,4
43283,1
43428,1
43429,1
43858,1
43859,1
43860,1
43861,1
43862,1
43863,1
43864,1
43869,1
43870,1
43871,1
43872,1
43873,1
43874,1
43875,1
43876,1
43877,1
43878,1
43879,1
43880,1
43881,1
43882,1
43883,1
43887,1
43888,1
43889,1
43890,1
43891,1
43892,1
43893,1
43894,2
43895,2
43896,2
43897,2
43898,1
43899,1
43900,2
43901,2
43902,2
43903,2
43904,2
43905,2
43906,2
43907,2
43908,2
43909,2
43910,2
43911,2
43912,2
43913,2
43914,2
43915,2
43916,2
43917,2
43918,2
43919,2
43920,2
43921,2
43922,2
43923,3
43924,3
43925,2
43926,2
43927,1
43928,1
43929,1
43930,1
43931,2
43932,2
43933,3
43934,2
43935,2
43936,1
43937,1
43938,1
43939,1
43940,1
43941,1
43942,1
43943,1
43944,1
43945,1
43946,1
43947,1
43948,1
43949,1
43950,1
43951,1
43952,1
43953,1
43954,1
43955,1
43956,1
43957,1
43959,1
43960,1
43963,1
43964,1
43967,1
43972,3
43973,3
43974,3
43975,4
43976,4
43977,6
43978,3
43979,7
43980,4
43981,6
43982,6
43983,6
43984,6
43985,9
43986,10
43987,10
43988,11
43989,13
43990,12
43991,8
43992,7
43993,7
43994,7
43995,7
43996,10
43997,10
43998,9
43999,7
44000,6
44001,4
44002,3
44003,7
44004,6
44006,1
44007,3
44008,1
44009,1
44010,2
44144,1
44145,1
44146,1
44565,1
44566,1
44567,1
44568,1
44569,1
44570,1
44571,1
44572,1
44573,1
44574,1
44575,1
44576,1
44577,1
44578,1
44579,1
44580,1
44581,1
44582,1
44583,1
44584,1
44585,1
44586,1
44587,1
44588,1
44589,1
44590,1
44591,1
44592,1
44593,1
44594,1
44595,1
44596,1
44597,1
44598,1
44599,1
44600,1
44601,1
44606,1
44607,1
44608,1
44609,1
44610,1
44611,2
44612,2
44613,2
44614,2
44615,2
44616,2
44617,2
44618,2
44619,2
44620,3
44621,3
44622,3
44623,3
44624,2
44625,2
44626,2
44627,2
44628,2
44629,2
44630,2
44631,2
44632,2
44633,2
44634,2
44635,2
44636,2
44637,2
44638,2
44639,2
44640,2
44641,2
44642,2
44643,2
44644,3
44645,3
44646,3
44647,3
44648,3
44649,3
44650,3
44651,9
44652,4
44653,3
44654,3
44655,3
44656,3
44657,3
44658,3
44659,3
44660,3
44661,3
44662,3
44663,2
44664,2
44665,1
44666,2
44667,1
44668,1
44669,2
44670,1
44671,2
44672,1
44673,2
44674,2
44675,2
44676,2
44677,2
44678,2
44679,3
44680,2
44681,2
44682,2
44683,3
44684,3
44685,1
44686,1
44687,1
44692,1
44693,4
44694,5
44695,5
44696,5
44697,8
44698,7
44699,7
44700,7
44701,7
44702,7
44703,8
44704,11
44705,13
44706,11
44707,9
44708,8
44709,8
44710,8
44711,8
44712,8
44713,8
44714,8
44715,4
44716,4
44717,7
44718,9
44719,11
44720,11
44721,11
44722,7
44723,7
44724,8
44725,8
44726,8
44727,9
44728,6
44729,3
44730,2
44731,2
44733,1
44865,1
45283,1
45284,1
45285,1
45286,1
45287,1
45288,1
45289,1
45290,1
45291,1
45292,1
45293,1
45294,1
45295,1
45296,1
45297,1
45298,1
45299,1
45300,1
45301,1
45302,1
45303,1
45304,1
45305,1
45306,1
45307,1
45308,1
45309,1
45310,1
45311,1
45312,1
45313,1
45314,1
45315,1
45316,1
45317,1
45318,1
45319,1
45320,1
45325,1
45326,1
45327,1
45328,1
45329,1
45330,1
45331,1
45332,2
45333,2
45334,2
45335,2
45336,2
45337,2
45338,2
45339,2
45340,3
45341,3
45342,3
45343,3
45344,3
45345,2
45346,2
45347,2
45348,2
45349,2
45350,2
45351,2
45352,2
45353,2
45354,2
45355,2
45356,2
45357,2
45358,2
45359,2
45360,2
45361,2
45362,2
45363,2
45364,2
45365,2
45366,2
45367,2
45368,2
45369,3
45370,3
45371,9
45372,10
45373,7
45374,6
45375,5
45376,3
45377,3
45378,3
45379,3
45380,3
45381,3
45382,3
45383,3
45384,2
45385,2
45386,2
45387,2
45388,2
45389,2
45390,2
45391,2
45392,2
45393,2
45394,2
45395,2
45396,2
45397,2
45398,2
45399,2
45400,2
45401,2
45402,2
45403,2
45404,2
45405,2
45406,1
45410,2
45411,4
45412,3
45413,4
45414,6
45415,5
45416,5
45417,8
45418,6
45419,6
45420,8
45421,8
45422,7
45423,10
45424,11
45425,11
45426,9
45427,9
45428,8
45429,8
45430,8
45431,8
45432,8
45433,8
45434,8
45435,8
45436,4
45437,4
45438,4
45439,4
45440,4
45441,10
45442,11
45443,11
45444,11
45445,5
45446,9
45447,9
45448,5
45449,4
45450,2
45451,1
45452,2
45453,3
46002,1
46003,1
46004,1
46005,1
46006,1
46007,1
46008,1
46009,1
46010,1
46011,1
46012,1
46013,1
46014,1
46015,1
46016,1
46017,1
46018,1
46019,1
46020,1
46021,1
46022,1
46023,1
46024,1
46025,1
46026,1
46027,1
46028,1
46029,1
46030,1
46031,1
46032,1
46033,1
46034,1
46035,1
46036,1
46037,1
46038,1
46039,1
46045,1
46046,1
46047,1
46048,2
46049,1
46050,2
46051,2
46052,2
46053,2
46054,2
46055,2
46056,2
46057,2
46058,2
46059,2
46060,3
46061,3
46062,3
46063,3
46064,3
46065,2
46066,2
46067,2
46068,2
46069,2
46070,2
46071,2
46072,2
46073,2
46074,2
46075,2
46076,2
46077,2
46078,2
46079,2
46080,2
46081,2
46082,2
46083,2
46084,2
46085,2
46086,2
46087,2
46088,2
46089,2
46090,2
46091,6
46092,10
46093,9
46094,6
46095,7
46096,6
46097,4
46098,3
46099,3
46100,3
46101,3
46102,3
46103,3
46104,3
46105,3
46106,2
46107,2
46108,2
46109,2
46110,2
46111,2
46112,2
46113,2
46114,2
46115,2
46116,2
46117,2
46118,2
46119,2
46120,2
46121,2
46122,2
46123,2
46124,2
46125,2
46126,1
46128,3
46129,5
46130,6
46131,4
46132,4
46133,4
46134,2
46135,3
46136,8
46137,6
46138,6
46139,6
46140,8
46141,11
46142,11
46143,14
46144,11
46145,9
46146,8
46147,8
46148,8
46149,8
46150,8
46151,8
46152,8
46153,8
46154,8
46155,8
46156,8
46157,8
46158,8
46159,4
46160,4
46161,4
46162,4
46163,4
46164,10
46165,11
46166,11
46167,12
46168,9
46169,3
46170,4
46171,1
46172,2
46173,3
46174,3
46175,1
46720,1
46721,1
46722,1
46723,1
46724,1
46725,1
46726,1
46727,1
46728,1
46729,1
46730,1
46731,1
46732,1
46733,1
46734,1
46735,1
46736,1
46737,1
46738,1
46739,1
46740,1
46741,1
46742,1
46743,1
46744,1
46745,1
46746,1
46747,1
46748,1
46749,1
46750,1
46751,1
46752,1
46753,1
46754,1
46755,1
46756,1
46765,1
46766,1
46767,1
46768,2
46769,2
46770,2
46771,2
46772,2
46773,2
46774,2
46775,2
46776,2
46777,2
46778,2
46779,2
46780,2
46781,3
46782,3
46783,3
46784,3
46785,2
46786,2
46787,2
46788,2
46789,2
46790,2
46791,2
46792,2
46793,2
46794,2
46795,2
46796,2
46797,2
46798,2
46799,2
46800,2
46801,2
46802,2
46803,2
46804,2
46805,2
46806,2
46807,2
46808,3
46809,3
46810,2
46811,7
46812,11
46813,10
46814,7
46815,6
46816,5
46817,6
46818,6
46819,5
46820,3
46821,3
46822,5
46823,4
46824,4
46825,4
46826,2
46827,2
46828,2
46829,2
46830,2
46831,2
46832,2
46833,2
46834,2
46835,2
46836,2
46837,3
46838,3
46839,3
46840,3
46841,3
46842,2
46843,2
46844,2
46845,2
46847,5
46848,5
46849,6
46850,6
46851,4
46852,3
46853,3
46854,3
46855,3
46856,4
46857,6
46858,9
46859,11
46860,11
46861,9
46862,7
46863,8
46864,8
46865,8
46866,8
46867,8
46868,8
46869,8
46870,8
46871,6
46872,6
46873,8
46874,8
46875,8
46876,8
46877,4
46878,8
46879,8
46880,8
46881,8
46882,8
46883,8
46884,4
46885,5
46886,6
46887,8
46888,11
46889,4
46890,3
46891,3
46892,3
46893,2
46894,3
46895,3
47438,1
47439,1
47440,1
47441,1
47442,1
47443,1
47444,1
47445,1
47446,1
47447,1
47448,1
47449,1
47450,1
47451,1
47452,1
47453,1
47454,1
47455,1
47456,1
47457,1
47458,1
47459,1
47460,1
47461,1
47462,1
47463,1
47464,1
47465,1
47466,1
47467,1
47468,2
47469,1
47470,1
47471,1
47472,1
47473,1
47474,1
47475,1
47486,1
47487,2
47488,1
47489,2
47490,2
47491,2
47492,2
47493,2
47494,2
47495,2
47496,2
47497,2
47498,2
47499,3
47500,4
47501,3
47502,3
47503,3
47504,4
47505,3
47506,2
47507,2
47508,2
47509,2
47510,2
47511,2
47512,2
47513,2
47514,2
47515,2
47516,2
47517,2
47518,2
47519,2
47520,2
47521,2
47522,2
47523,2
47524,2
47525,2
47526,2
47527,2
47528,2
47529,2
47530,2
47531,7
47532,11
47533,12
47534,10
47535,10
47536,9
47537,8
47538,6
47539,6
47540,5
47541,7
47542,7
47543,5
47544,5
47545,5
47546,5
47547,4
47548,3
47549,3
47550,3
47551,3
47552,3
47553,3
47554,3
47555,3
47556,3
47557,3
47558,3
47559,4
47560,3
47561,2
47562,2
47563,4
47564,2
47565,5
47566,4
47567,5
47568,5
47569,8
47570,7
47571,7
47572,5
47573,7
47574,4
47575,7
47576,8
47577,12
47578,14
47579,11
47580,9
47581,8
47582,8
47583,8
47584,8
47585,8
47586,8
47587,8
47588,9
47589,6
47590,6
47591,5
47592,6
47593,6
47594,6
47595,6
47596,6
47597,4
47598,8
47599,8
47600,8
47601,8
47602,8
47603,4
47604,7
47605,7
47606,6
47607,6
47608,11
47609,8
47610,7
47611,4
47612,7
47613,2
47614,2
47615,3
47616,3
48157,1
48158,1
48159,1
48160,1
48161,1
48162,1
48163,1
48164,1
48165,1
48166,1
48167,1
48168,1
48169,1
48170,1
48171,1
48172,1
48173,1
48174,1
48175,1
48176,1
48177,1
48178,1
48179,1
48180,1
48181,1
48182,1
48183,1
48184,1
48185,1
48186,1
48187,2
48188,2
48189,1
48190,1
48191,1
48192,1
48193,1
48206,1
48207,2
48208,1
48209,2
48210,2
48211,2
48212,2
48213,2
48214,2
48215,2
