loiczid,mean_cat,n_spp
4566.0,0.0,1
4567.0,0.0,1
4568.0,0.0,1
4569.0,0.0,1
4570.0,0.0,1
4571.0,0.0,1
4572.0,0.0,1
4573.0,0.0,1
4574.0,0.0,1
4575.0,0.0,1
4576.0,0.0,1
4577.0,0.0,1
4578.0,0.0,1
4579.0,0.0,1
4580.0,0.0,1
4581.0,0.0,1
4582.0,0.0,1
4583.0,0.0,1
4584.0,0.0,1
4585.0,0.0,1
4586.0,0.0,1
4587.0,0.0,1
4588.0,0.0,1
4589.0,0.0,1
4590.0,0.0,1
4591.0,0.0,1
4592.0,0.0,1
4593.0,0.0,1
4594.0,0.0,1
4595.0,0.0,1
4596.0,0.0,1
4597.0,0.0,1
4598.0,0.0,1
4599.0,0.0,1
4600.0,0.0,1
4601.0,0.0,1
4602.0,0.0,1
4603.0,0.0,1
4604.0,0.0,1
4605.0,0.0,1
4606.0,0.0,1
4607.0,0.0,1
4608.0,0.0,1
4609.0,0.0,1
4610.0,0.0,1
4611.0,0.0,1
4612.0,0.0,1
4613.0,0.0,1
4614.0,0.0,1
4615.0,0.0,1
4616.0,0.0,1
4617.0,0.0,1
4618.0,0.0,1
4619.0,0.0,1
4620.0,0.0,1
4621.0,0.0,1
4622.0,0.0,1
4623.0,0.0,1
4624.0,0.0,1
4625.0,0.0,1
4626.0,0.0,1
4627.0,0.0,1
4628.0,0.0,1
4629.0,0.0,1
4630.0,0.0,1
4631.0,0.0,1
4632.0,0.0,1
4633.0,0.0,1
4634.0,0.0,1
4635.0,0.0,1
4636.0,0.0,1
4637.0,0.0,1
4638.0,0.0,1
4639.0,0.0,1
4640.0,0.0,1
4641.0,0.0,1
4642.0,0.0,1
4643.0,0.0,1
4644.0,0.0,1
4645.0,0.0,1
4646.0,0.0,1
4647.0,0.0,1
4648.0,0.0,1
4649.0,0.0,1
4650.0,0.0,1
4651.0,0.0,1
4652.0,0.0,1
4653.0,0.0,1
4654.0,0.0,1
4655.0,0.0,1
4656.0,0.0,1
4657.0,0.0,1
4658.0,0.0,1
4659.0,0.0,1
4660.0,0.0,1
4661.0,0.0,1
4662.0,0.0,1
4663.0,0.0,1
5212.0,0.0,1
5213.0,0.0,1
5214.0,0.0,1
5215.0,0.0,1
5216.0,0.0,1
5217.0,0.0,1
5218.0,0.0,1
5219.0,0.0,1
5220.0,0.0,1
5221.0,0.0,1
5222.0,0.0,1
5223.0,0.0,1
5224.0,0.0,1
5225.0,0.0,1
5226.0,0.0,1
5227.0,0.0,1
5228.0,0.0,1
5229.0,0.0,1
5230.0,0.0,1
5231.0,0.0,1
5232.0,0.0,1
5233.0,0.0,1
5234.0,0.0,1
5235.0,0.0,1
5236.0,0.0,1
5237.0,0.0,1
5238.0,0.0,1
5239.0,0.0,1
5240.0,0.0,1
5241.0,0.0,1
5242.0,0.0,1
5243.0,0.0,1
5244.0,0.0,1
5245.0,0.0,1
5246.0,0.0,1
5247.0,0.0,1
5248.0,0.0,1
5249.0,0.0,1
5250.0,0.0,1
5251.0,0.0,1
5252.0,0.0,1
5253.0,0.0,1
5254.0,0.0,1
5255.0,0.0,1
5256.0,0.0,1
5257.0,0.0,1
5258.0,0.0,1
5259.0,0.0,1
