loiczid,count
306,2250
307,2250
308,2293
309,2300
310,2300
311,2300
312,2359
313,2465
314,2500
315,2500
316,2500
317,2500
318,2500
319,2500
320,2500
321,2500
322,2500
323,2500
324,2500
325,2500
326,2500
327,2500
328,2500
329,2500
330,2500
331,2500
332,2500
333,2500
334,2500
335,2500
336,2500
337,2500
338,2500
339,2500
340,2500
341,2500
342,2500
343,2500
344,2500
345,2500
346,2500
347,2500
348,2500
349,2500
350,2500
351,2500
352,2500
353,2500
354,2500
355,2500
356,2500
357,2500
358,2500
359,2500
360,2500
361,2500
362,2500
363,2500
364,2500
365,2500
366,2500
367,2486
368,2450
369,2450
370,2450
371,2450
372,2450
373,2450
374,2450
375,2404
376,2400
377,2400
378,2400
379,2400
380,2400
381,2400
382,2371
383,2350
384,2350
385,2350
386,2350
387,2350
388,2350
389,2338
390,2300
391,2300
392,2300
393,2300
394,2300
395,2300
396,2300
397,2256
398,2250
399,2250
400,2250
401,2250
402,2250
403,2250
404,2223
405,2200
406,2200
407,2200
408,2200
409,2200
410,2200
411,2190
412,2150
413,2150
414,2150
415,2150
416,2150
417,2150
418,2150
419,2108
420,2100
421,2100
422,2100
423,2100
424,2100
425,2100
426,2075
427,2050
428,2050
429,2050
430,2050
431,2050
432,2050
433,2042
434,2000
435,2000
436,2000
437,2000
438,2000
439,2000
440,2000
441,1960
442,1950
443,1950
444,1950
445,1950
446,1950
447,1950
448,1927
449,1900
450,1900
451,1900
452,1900
453,1900
454,1900
455,1894
456,1850
457,1850
458,1850
459,1850
460,1850
461,1850
462,1850
463,1812
464,1800
465,1800
466,1800
467,1800
468,1800
469,1800
470,1779
471,1750
472,1750
473,1750
474,1750
475,1750
476,1750
477,1746
478,1700
479,1700
480,1700
481,1700
482,1700
483,1700
484,1700
485,1664
486,1650
487,1650
488,1650
489,1650
490,1650
491,1650
492,1631
493,1600
494,1600
495,1600
496,1600
497,1600
498,1600
499,1598
500,1550
501,1550
502,1550
503,1550
504,1550
505,1550
506,1550
507,1515
508,1500
509,1500
510,1500
511,1500
512,1500
513,1500
514,1483
515,1450
516,1450
517,1450
518,1450
519,1450
520,1450
521,1450
522,1400
523,1400
524,1400
525,1400
526,1400
527,1400
528,1400
529,1367
530,1350
531,1350
532,1350
533,1350
534,1350
535,1350
536,1335
537,1300
538,1300
539,1300
540,1300
541,1300
542,1300
543,1300
544,1252
545,1250
546,1250
547,1250
548,1250
549,1250
550,1250
551,1219
552,1200
553,1200
554,1200
555,1200
556,1200
557,1200
558,1187
559,1150
560,1150
561,1150
562,1150
563,1150
564,1150
565,1150
566,1104
567,1100
568,1100
569,1100
570,1100
571,1100
572,1100
573,1071
574,1050
575,1050
576,1050
577,1050
578,1050
579,1050
580,1039
581,1000
582,1000
583,1000
584,1000
585,1000
586,1000
587,1000
588,956
589,950
590,950
591,950
592,950
593,950
594,950
595,923
596,900
597,900
598,900
599,900
600,900
601,900
602,891
603,850
604,850
605,850
606,850
607,850
608,850
609,850
610,808
611,800
612,800
613,800
614,800
615,800
616,800
617,775
618,750
619,750
620,750
621,750
622,750
623,750
624,743
625,700
626,700
627,700
628,700
629,700
630,700
631,700
632,660
633,650
634,650
635,650
636,650
637,650
638,650
639,627
640,600
641,600
642,600
643,600
644,600
645,600
646,595
647,550
648,550
649,550
650,550
651,550
652,550
653,550
654,512
655,500
656,500
657,500
658,500
659,500
660,500
661,479
662,450
663,450
664,450
665,450
666,450
667,450
668,447
669,400
670,400
671,400
672,400
673,400
674,400
675,400
676,364
677,350
678,350
679,350
680,350
681,350
682,350
683,331
684,300
685,300
686,300
687,300
688,300
689,300
690,299
691,250
692,250
693,250
694,250
695,250
696,250
697,250
698,216
699,200
700,200
701,200
702,200
703,200
704,200
705,183
706,150
707,150
708,150
709,150
710,150
711,150
712,150
713,101
714,100
715,100
716,100
717,100
718,100
719,100
720,50
721,1837
722,2500
723,2500
724,2500
725,2500
726,2500
727,2500
728,2500
729,2500
730,2500
731,2500
732,2500
733,2500
734,2500
735,2500
736,2500
737,2500
738,2500
739,2500
740,2500
741,2500
742,2500
743,2500
744,2500
745,2500
746,2500
747,2500
748,2500
749,2500
750,2500
751,2500
752,2500
753,2500
754,2500
755,2500
756,2500
757,2500
758,2500
759,2500
760,2500
761,2500
762,2500
763,2500
764,2500
765,2500
766,2500
767,2500
768,2500
769,2500
770,2500
771,2500
772,2500
773,2500
774,2500
775,2500
776,2500
777,2500
778,2500
779,2500
780,2500
781,2500
782,2500
783,2500
784,2500
785,2500
786,2500
787,2500
788,2500
789,2500
790,2500
791,2500
792,2500
793,2500
794,2500
795,2500
796,2500
797,2500
798,2500
799,2500
800,2500
801,2500
802,2500
803,2500
804,2500
805,2500
806,2500
807,2500
808,2500
809,2500
810,2500
811,2500
812,2500
813,2500
814,2500
815,2500
816,2500
817,2500
818,2500
819,2500
820,2500
821,2500
822,2500
823,2500
824,2500
825,2500
826,2500
827,2500
828,2500
829,2500
830,2500
831,2500
832,2500
833,2500
834,2500
835,2500
836,2500
837,2500
838,2500
839,2500
840,2500
841,2500
842,2500
843,2500
844,2500
845,2500
846,2500
847,2500
848,2500
849,2500
850,2500
851,2500
852,2500
853,2500
854,2500
855,2500
856,2500
857,2500
858,2500
859,2500
860,2500
861,2500
862,2500
863,2500
864,2500
865,2500
866,2500
867,2500
868,2500
869,2500
870,2500
871,2500
872,2500
873,2500
874,2500
875,2500
876,2500
877,2500
878,2500
879,2500
880,2500
881,2500
882,2500
883,2500
884,2500
885,2500
886,2500
887,2500
888,2500
889,2500
890,2500
891,2500
892,2500
893,2500
894,2500
895,2500
896,2500
897,2500
898,2500
899,2500
900,2500
901,2500
902,2500
903,2500
904,2500
905,2500
906,2500
907,2500
908,2500
909,2500
910,2500
911,2500
912,2500
913,2500
914,2500
915,2500
916,2500
917,2500
918,2500
919,2500
920,2500
921,2500
922,2500
923,2500
924,2500
925,2500
926,2500
927,2500
928,2500
929,2500
930,2500
931,2500
932,2500
933,2500
934,2500
935,2500
936,2500
937,2500
938,2500
939,2500
940,2500
941,2500
942,2500
943,2500
944,2500
945,2500
946,2500
947,2500
948,2500
949,2500
950,2500
951,2500
952,2500
953,2500
954,2500
955,2500
956,2500
957,2500
958,2500
959,2500
960,2500
961,2500
962,2500
963,2500
964,2500
965,2500
966,2500
967,2500
968,2500
969,2500
970,2500
971,2500
972,2500
973,2500
974,2500
975,2500
976,2500
977,2500
978,2500
979,2500
980,2500
981,2500
982,2500
983,2500
984,2500
985,2500
986,2500
987,2500
988,2500
989,2500
990,2500
991,2500
992,2500
993,2500
994,2500
995,2500
996,2500
997,2500
998,2500
999,2500
1000,2500
1001,2500
1002,2500
1003,2500
1004,2500
1005,2500
1006,2500
1007,2500
1008,2500
1009,2500
1010,2500
1011,2500
1012,2500
1013,2500
1014,2500
1015,2500
1016,2500
1017,2500
1018,2500
1019,2500
1020,2500
1021,2500
1022,2500
1023,2500
1024,2500
1025,2500
1026,2500
1027,2500
1028,2500
1029,2500
1030,2500
1031,2500
1032,2500
1033,2500
1034,2500
1035,2500
1036,2500
1037,2500
1038,2500
1039,2500
1040,2500
1041,2500
1042,2500
1043,2500
1044,2500
1045,2500
1046,2500
1047,2500
1048,2500
1049,2500
1050,2500
1051,2500
1052,2500
1053,2500
1054,2500
1055,2500
1056,2500
1057,2500
1058,2500
1059,2500
1060,2500
1061,2500
1062,2500
1063,2500
1064,2500
1065,2500
1066,2500
1067,2500
1068,2500
1069,2500
1070,2500
1071,2500
1072,2500
1073,2500
1074,2500
1075,2500
1076,2500
1077,2500
1078,2500
1079,2500
1080,2500
1081,2500
1082,2500
1083,2500
1084,2500
1085,2500
1086,2500
1087,2500
1088,2500
1089,2500
1090,2500
1091,2500
1092,2500
1093,2500
1094,2500
1095,2500
1096,2500
1097,2500
1098,2500
1099,2500
1100,2500
1101,2500
1102,2500
1103,2500
1104,2500
1105,2500
1106,2500
1107,2500
1108,2500
1109,2500
1110,2500
1111,2500
1112,2500
1113,2500
1114,2500
1115,2500
1116,2500
1117,2500
1118,2500
1119,2500
1120,2500
1121,2500
1122,2500
1123,2500
1124,2500
1125,2500
1126,2500
1127,2500
1128,2500
1129,2500
1130,2500
1131,2500
1132,2500
1133,2500
1134,2500
1135,2500
1136,2500
1137,2500
1138,2500
1139,2500
1140,2500
1141,2500
1142,2500
1143,2500
1144,2500
1145,2500
1146,2500
1147,2500
1148,2500
1149,2500
1150,2500
1151,2500
1152,2500
1153,2500
1154,2500
1155,2500
1156,2500
1157,2500
1158,2500
1159,2500
1160,2500
1161,2500
1162,2500
1163,2500
1164,2500
1165,2500
1166,2500
1167,2500
1168,2500
1169,2500
1170,2500
1171,2500
1172,2500
1173,2500
1174,2500
1175,2500
1176,2500
1177,2500
1178,2500
1179,2500
1180,2500
1181,2500
1182,2500
1183,2500
1184,2500
1185,2500
1186,2500
1187,2500
1188,2500
1189,2500
1190,2500
1191,2500
1192,2500
1193,2500
1194,2500
1195,2500
1196,2500
1197,2500
1198,2500
1199,2500
1200,2500
1201,2500
1202,2500
1203,2500
1204,2500
1205,2500
1206,2500
1207,2500
1208,2500
1209,2500
1210,2500
1211,2500
1212,2500
1213,2500
1214,2500
1215,2500
1216,2500
1217,2500
1218,2500
1219,2500
1220,2500
1221,2500
1222,2500
1223,2500
1224,2500
1225,2500
1226,2500
1227,2500
1228,2500
1229,2500
1230,2500
1231,2500
1232,2500
1233,2500
1234,2500
1235,2500
1236,2500
1237,2500
1238,2500
1239,2500
1240,2500
1241,2500
1242,2500
1243,2500
1244,2500
1245,2500
1246,2500
1247,2500
1248,2500
1249,2500
1250,2500
1251,2500
1252,2500
1253,2500
1254,2500
1255,2500
1256,2500
1257,2500
1258,2500
1259,2500
1260,2500
1261,2500
1262,2500
1263,2500
1264,2500
1265,2500
1266,2500
1267,2500
1268,2500
1269,2500
1270,2500
1271,2500
1272,2500
1273,2500
1274,2500
1275,2500
1276,2500
1277,2500
1278,2500
1279,2500
1280,2500
1281,2500
1282,2500
1283,2500
1284,2500
1285,2500
1286,2500
1287,2500
1288,2500
1289,2500
1290,2500
1291,2500
1292,2500
1293,2500
1294,2500
1295,2500
1296,2500
1297,2500
1298,2500
1299,2500
1300,2500
1301,2500
1302,2500
1303,2500
1304,2500
1305,2500
1306,2500
1307,2500
1308,2500
1309,2500
1310,2500
1311,2500
1312,2500
1313,2500
1314,2500
1315,2500
1316,2500
1317,2500
1318,2500
1319,2500
1320,2500
1321,2500
1322,2500
1323,2500
1324,2500
1325,2500
1326,2500
1327,2500
1328,2500
1329,2500
1330,2500
1331,2500
1332,2500
1333,2500
1334,2500
1335,2500
1336,2500
1337,2500
1338,2500
1339,2500
1340,2500
1341,2500
1342,2500
1343,2500
1344,2500
1345,2500
1346,2500
1347,2500
1348,2500
1349,2500
1350,2500
1351,2500
1352,2500
1353,2500
1354,2500
1355,2500
1356,2500
1357,2500
1358,2500
1359,2500
1360,2500
1361,2500
1362,2500
1363,2500
1364,2500
1365,2500
1366,2500
1367,2500
1368,2500
1369,2500
1370,2500
1371,2500
1372,2500
1373,2500
1374,2500
1375,2500
1376,2500
1377,2500
1378,2500
1379,2500
1380,2500
1381,2500
1382,2500
1383,2500
1384,2500
1385,2500
1386,2500
1387,2500
1388,2500
1389,2500
1390,2500
1391,2500
1392,2500
1393,2500
1394,2500
1395,2500
1396,2500
1397,2500
1398,2500
1399,2500
1400,2500
1401,2500
1402,2500
1403,2500
1404,2500
1405,2500
1406,2500
1407,2500
1408,2500
1409,2500
1410,2500
1411,2500
1412,2500
1413,2500
1414,2500
1415,2500
1416,2500
1417,2500
1418,2500
1419,2500
1420,2500
1421,2500
1422,2500
1423,2500
1424,2500
1425,2500
1426,2500
1427,2500
1428,2500
1429,2500
1430,2500
1431,2500
1432,2500
1433,2500
1434,2500
1435,2500
1436,2500
1437,2500
1438,2500
1439,2500
1440,1837
1441,1678
1442,2500
1443,2500
1444,2500
1445,2500
1446,2500
1447,2500
1448,2500
1449,2500
1450,2500
1451,2500
1452,2500
1453,2500
1454,2500
1455,2500
1456,2500
1457,2500
1458,2500
1459,2500
1460,2500
1461,2500
1462,2500
1463,2500
1464,2500
1465,2500
1466,2500
1467,2500
1468,2500
1469,2500
1470,2500
1471,2500
1472,2500
1473,2500
1474,2500
1475,2500
1476,2500
1477,2500
1478,2500
1479,2500
1480,2500
1481,2500
1482,2500
1483,2500
1484,2500
1485,2500
1486,2500
1487,2500
1488,2500
1489,2500
1490,2500
1491,2500
1492,2500
1493,2500
1494,2500
1495,2500
1496,2500
1497,2500
1498,2500
1499,2500
1500,2500
1501,2500
1502,2500
1503,2500
1504,2500
1505,2500
1506,2500
1507,2500
1508,2500
1509,2500
1510,2500
1511,2500
1512,2500
1513,2500
1514,2500
1515,2500
1516,2500
1517,2500
1518,2500
1519,2500
1520,2500
1521,2500
1522,2500
1523,2500
1524,2500
1525,2500
1526,2500
1527,2500
1528,2500
1529,2500
1530,2500
1531,2500
1532,2500
1533,2500
1534,2500
1535,2500
1536,2500
1537,2500
1538,2500
1539,2500
1540,2500
1541,2500
1542,2500
1543,2500
1544,2500
1545,2500
1546,2500
1547,2500
1548,2500
1549,2500
1550,2500
1551,2500
1552,2500
1553,2500
1554,2500
1555,2500
1556,2500
1557,2500
1558,2500
1559,2500
1560,2500
1561,2500
1562,2500
1563,2500
1564,2500
1565,2500
1566,2500
1567,2500
1568,2500
1569,2500
1570,2500
1571,2500
1572,2500
1573,2500
1574,2500
1575,2500
1576,2500
1577,2500
1578,2500
1579,2500
1580,2500
1581,2500
1582,2500
1583,2500
1584,2500
1585,2500
1586,2500
1587,2500
1588,2500
1589,2500
1590,2500
1591,2500
1592,2500
1593,2500
1594,2500
1595,2500
1596,2500
1597,2500
1598,2500
1599,2500
1600,2500
1601,2500
1602,2500
1603,2500
1604,2500
1605,2500
1606,2500
1607,2500
1608,2500
1609,2500
1610,2500
1611,2500
1612,2500
1613,2500
1614,2500
1615,2500
1616,2500
1617,2500
1618,2500
1619,2500
1620,2500
1621,2500
1622,2500
1623,2500
1624,2500
1625,2500
1626,2500
1627,2500
1628,2500
1629,2500
1630,2500
1631,2500
1632,2500
1633,2500
1634,2500
1635,2500
1636,2500
1637,2500
1638,2500
1639,2500
1640,2500
1641,2500
1642,2500
1643,2500
1644,2500
1645,2500
1646,2500
1647,2500
1648,2500
1649,2500
1650,2500
1651,2500
1652,2500
1653,2500
1654,2500
1655,2500
1656,2500
1657,2500
1658,2500
1659,2500
1660,2500
1661,2500
1662,2500
1663,2500
1664,2500
1665,2500
1666,2500
1667,2500
1668,2500
1669,2500
1670,2500
1671,2500
1672,2500
1673,2500
1674,2500
1675,2500
1676,2500
1677,2500
1678,2500
1679,2500
1680,2500
1681,2500
1682,2500
1683,2500
1684,2500
1685,2500
1686,2500
1687,2500
1688,2500
1689,2500
1690,2500
1691,2500
1692,2500
1693,2500
1694,2500
1695,2500
1696,2500
1697,2500
1698,2500
1699,2500
1700,2500
1701,2500
1702,2500
1703,2500
1704,2500
1705,2500
1706,2500
1707,2500
1708,2500
1709,2500
1710,2500
1711,2500
1712,2500
1713,2500
1714,2500
1715,2500
1716,2500
1717,2500
1718,2500
1719,2500
1720,2500
1721,2500
1722,2500
1723,2500
1724,2500
1725,2500
1726,2500
1727,2500
1728,2500
1729,2500
1730,2500
1731,2500
1732,2500
1733,2500
1734,2500
1735,2500
1736,2500
1737,2500
1738,2500
1739,2500
1740,2500
1741,2500
1742,2500
1743,2500
1744,2500
1745,2500
1746,2500
1747,2500
1748,2500
1749,2500
1750,2500
1751,2500
1752,2500
1753,2500
1754,2500
1755,2500
1756,2500
1757,2500
1758,2500
1759,2500
1760,2500
1761,2500
1762,2500
1763,2500
1764,2500
1765,2500
1766,2500
1767,2500
1768,2500
1769,2500
1770,2500
1771,2500
1772,2500
1773,2500
1774,2500
1775,2500
1776,2500
1777,2500
1778,2500
1779,2500
1780,2500
1781,2500
1782,2500
1783,2500
1784,2500
1785,2500
1786,2500
1787,2500
1788,2500
1789,2500
1790,2500
1791,2500
1792,2500
1793,2500
1794,2500
1795,2500
1796,2500
1797,2500
1798,2500
1799,2500
1800,2500
1801,2500
1802,2500
1803,2500
1804,2500
1805,2500
1806,2500
1807,2500
1808,2500
1809,2500
1810,2500
1811,2500
1812,2500
1813,2500
1814,2500
1815,2500
1816,2500
1817,2500
1818,2500
1819,2500
1820,2500
1821,2500
1822,2500
1823,2500
1824,2500
1825,2500
1826,2500
1827,2500
1828,2500
1829,2500
1830,2500
1831,2500
1832,2500
1833,2500
1834,2500
1835,2500
1836,2500
1837,2500
1838,2500
1839,2500
1840,2500
1841,2500
1842,2500
1843,2500
1844,2500
1845,2500
1846,2500
1847,2500
1848,2500
1849,2500
1850,2500
1851,2500
1852,2500
1853,2500
1854,2500
1855,2500
1856,2500
1857,2500
1858,2500
1859,2500
1860,2500
1861,2500
1862,2500
1863,2500
1864,2500
1865,2500
1866,2500
1867,2500
1868,2500
1869,2500
1870,2500
1871,2500
1872,2500
1873,2500
1874,2500
1875,2500
1876,2500
1877,2500
1878,2500
1879,2500
1880,2500
1881,2500
1882,2500
1883,2500
1884,2500
1885,2500
1886,2500
1887,2500
1888,2500
1889,2500
1890,2500
1891,2500
1892,2500
1893,2500
1894,2500
1895,2500
1896,2500
1897,2500
1898,2500
1899,2500
1900,2500
1901,2500
1902,2500
1903,2500
1904,2500
1905,2500
1906,2500
1907,2500
1908,2500
1909,2500
1910,2500
1911,2500
1912,2500
1913,2500
1914,2500
1915,2500
1916,2500
1917,2500
1918,2500
1919,2500
1920,2500
1921,2500
1922,2500
1923,2500
1924,2500
1925,2500
1926,2500
1927,2500
1928,2500
1929,2500
1930,2500
1931,2500
1932,2500
1933,2500
1934,2500
1935,2500
1936,2500
1937,2500
1938,2500
1939,2500
1940,2500
1941,2500
1942,2500
1943,2500
1944,2500
1945,2500
1946,2500
1947,2500
1948,2500
1949,2500
1950,2500
1951,2500
1952,2500
1953,2500
1954,2500
1955,2500
1956,2500
1957,2500
1958,2500
1959,2500
1960,2500
1961,2500
1962,2500
1963,2500
1964,2500
1965,2500
1966,2500
1967,2500
1968,2500
1969,2500
1970,2500
1971,2500
1972,2500
1973,2500
1974,2500
1975,2500
1976,2500
1977,2500
1978,2500
1979,2500
1980,2500
1981,2500
1982,2500
1983,2500
1984,2500
1985,2500
1986,2500
1987,2500
1988,2500
1989,2500
1990,2500
1991,2500
1992,2500
1993,2500
1994,2500
1995,2500
1996,2500
1997,2500
1998,2500
1999,2500
2000,2500
2001,2500
2002,2500
2003,2500
2004,2500
2005,2500
2006,2500
2007,2500
2008,2500
2009,2500
2010,2500
2011,2500
2012,2500
2013,2500
2014,2500
2015,2500
2016,2500
2017,2500
2018,2500
2019,2500
2020,2500
2021,2500
2022,2500
2023,2500
2024,2500
2025,2500
2026,2500
2027,2500
2028,2500
2029,2500
2030,2500
2031,2500
2032,2500
2033,2500
2034,2500
2035,2500
2036,2500
2037,2500
2038,2500
2039,2500
2040,2500
2041,2500
2042,2500
2043,2500
2044,2500
2045,2500
2046,2500
2047,2500
2048,2500
2049,2500
2050,2500
2051,2500
2052,2500
2053,2500
2054,2500
2055,2500
2056,2500
2057,2500
2058,2500
2059,2500
2060,2500
2061,2500
2062,2500
2063,2500
2064,2500
2065,2500
2066,2500
2067,2500
2068,2500
2069,2500
2070,2500
2071,2500
2072,2500
2073,2500
2074,2500
2075,2500
2076,2500
2077,2500
2078,2500
2079,2500
2080,2500
2081,2500
2082,2500
2083,2500
2084,2500
2085,2500
2086,2500
2087,2500
2088,2500
2089,2500
2090,2500
2091,2500
2092,2500
2093,2500
2094,2500
2095,2500
2096,2500
2097,2500
2098,2500
2099,2500
2100,2500
2101,2500
2102,2500
2103,2500
2104,2500
2105,2500
2106,2500
2107,2500
2108,2500
2109,2500
2110,2500
2111,2500
2112,2500
2113,2500
2114,2500
2115,2500
2116,2500
2117,2500
2118,2500
2119,2500
2120,2500
2121,2500
2122,2500
2123,2500
2124,2500
2125,2500
2126,2500
2127,2500
2128,2500
2129,2500
2130,2500
2131,2500
2132,2500
2133,2500
2134,2500
2135,2500
2136,2500
2137,2500
2138,2500
2139,2500
2140,2500
2141,2500
2142,2500
2143,2500
2144,2500
2145,2500
2146,2500
2147,2500
2148,2500
2149,2500
2150,2500
2151,2500
2152,2500
2153,2500
2154,2500
2155,2500
2156,2500
2157,2500
2158,2500
2159,2500
2160,1678
2161,1839
2162,2500
2163,2500
2164,2500
2165,2500
2166,2500
2167,2500
2168,2500
2169,2500
2170,2500
2171,2500
2172,2500
2173,2500
2174,2500
2175,2500
2176,2500
2177,2500
2178,2500
2179,2500
2180,2500
2181,2500
2182,2500
2183,2500
2184,2500
2185,2500
2186,2500
2187,2500
2188,2500
2189,2500
2190,2500
2191,2500
2192,2500
2193,2500
2194,2500
2195,2500
2196,2500
2197,2500
2198,2500
2199,2500
2200,2500
2201,2500
2202,2500
2203,2500
2204,2500
2205,2500
2206,2500
2207,2500
2208,2500
2209,2500
2210,2500
2211,2500
2212,2500
2213,2500
2214,2500
2215,2500
2216,2500
2217,2500
2218,2500
2219,2500
2220,2500
2221,2500
2222,2500
2223,2500
2224,2500
2225,2500
2226,2500
2227,2500
2228,2500
2229,2500
2230,2500
2231,2500
2232,2500
2233,2500
2234,2500
2235,2500
2236,2500
2237,2500
2238,2500
2239,2500
2240,2500
2241,2500
2242,2500
2243,2500
2244,2500
2245,2500
2246,2500
2247,2500
2248,2500
2249,2500
2250,2500
2251,2500
2252,2500
2253,2500
2254,2500
2255,2500
2256,2500
2257,2500
2258,2500
2259,2500
2260,2500
2261,2500
2262,2500
2263,2500
2264,2500
2265,2500
2266,2500
2267,2500
2268,2500
2269,2500
2270,2500
2271,2500
2272,2500
2273,2500
2274,2500
2275,2500
2276,2500
2277,2500
2278,2500
2279,2500
2280,2500
2281,2500
2282,2500
2283,2500
2284,2500
2285,2500
2286,2500
2287,2500
2288,2500
2289,2500
2290,2500
2291,2500
2292,2500
2293,2500
2294,2500
2295,2500
2296,2500
2297,2500
2298,2500
2299,2500
2300,2500
2301,2500
2302,2500
2303,2500
2304,2500
2305,2500
2306,2500
2307,2500
2308,2500
2309,2500
2310,2500
2311,2500
2312,2500
2313,2500
2314,2500
2315,2500
2316,2500
2317,2500
2318,2500
2319,2500
2320,2500
2321,2500
2322,2500
2323,2500
2324,2500
2325,2500
2326,2500
2327,2500
2328,2500
2329,2500
2330,2500
2331,2500
2332,2500
2333,2500
2334,2500
2335,2500
2336,2500
2337,2500
2338,2500
2339,2500
2340,2500
2341,2500
2342,2500
2343,2500
2344,2500
2345,2500
2346,2500
2347,2500
2348,2500
2349,2500
2350,2500
2351,2500
2352,2500
2353,2500
2354,2500
2355,2500
2356,2500
2357,2500
2358,2500
2359,2500
2360,2500
2361,2500
2362,2500
2363,2500
2364,2500
2365,2500
2366,2500
2367,2500
2368,2500
2369,2500
2370,2500
2371,2500
2372,2500
2373,2500
2374,2500
2375,2500
2376,2500
2377,2500
2378,2500
2379,2500
2380,2500
2381,2500
2382,2500
2383,2500
2384,2500
2385,2500
2386,2500
2387,2500
2388,2500
2389,2500
2390,2500
2391,2500
2392,2500
2393,2500
2394,2500
2395,2500
2396,2500
2397,2500
2398,2500
2399,2500
2400,2500
2401,2500
2402,2500
2403,2500
2404,2500
2405,2500
2406,2500
2407,2500
2408,2500
2409,2500
2410,2500
2411,2500
2412,2500
2413,2500
2414,2500
2415,2500
2416,2500
2417,2500
2418,2500
2419,2500
2420,2500
2421,2500
2422,2500
2423,2500
2424,2500
2425,2500
2426,2500
2427,2500
2428,2500
2429,2500
2430,2500
2431,2500
2432,2500
2433,2500
2434,2500
2435,2500
2436,2500
2437,2500
2438,2500
2439,2500
2440,2500
2441,2500
2442,2500
2443,2500
2444,2500
2445,2500
2446,2500
2447,2500
2448,2500
2449,2500
2450,2500
2451,2500
2452,2500
2453,2500
2454,2500
2455,2500
2456,2500
2457,2500
2458,2500
2459,2500
2460,2500
2461,2500
2462,2500
2463,2500
2464,2500
2465,2500
2466,2500
2467,2500
2468,2500
2469,2500
2470,2500
2471,2500
2472,2500
2473,2500
2474,2500
2475,2500
2476,2500
2477,2500
2478,2500
2479,2500
2480,2500
2481,2500
2482,2500
2483,2500
2484,2500
2485,2500
2486,2500
2487,2500
2488,2500
2489,2500
2490,2500
2491,2500
2492,2500
2493,2500
2494,2500
2495,2500
2496,2500
2497,2500
2498,2500
2499,2500
2500,2500
2501,2500
2502,2500
2503,2500
2504,2500
2505,2500
2506,2500
2507,2500
2508,2500
2509,2500
2510,2500
2511,2500
2512,2500
2513,2500
2514,2500
2515,2500
2516,2500
2517,2500
2518,2500
2519,2500
2520,2500
2521,2500
2522,2500
2523,2500
2524,2500
2525,2500
2526,2500
2527,2500
2528,2500
2529,2500
2530,2500
2531,2500
2532,2500
2533,2500
2534,2500
2535,2500
2536,2500
2537,2500
2538,2500
2539,2500
2540,2500
